province;red;green;blue;x;x
721;231;66;64;Dornod;Dornod
722;103;68;128;Chahar;Chahar
723;231;70;192;Xilin Gol;Xilin Gol
724;103;72;255;Yakesa;Yakesa
725;231;74;0;Hinggan;Hinggan
726;103;76;64;Liaodong;Liaodong
727;231;78;128;Heilongjiang;Heilongjiang
728;104;80;192;Sanxing;Sanxing
729;232;82;255;Wusuli;Wusuli
730;104;84;0;Haixi;Haixi
731;232;86;64;Ninguta;Ninguta
732;104;88;128;Hamheung;Hamheung
733;232;90;192;Hwangju;Hwangju
734;104;92;255;Gangwon;Gangwon
735;153;134;173;Hanseong;Hanseong
736;217;164;164;Sangju;Sangju
737;233;98;128;Jeonju;Jeonju
738;105;100;192;Taiwan;Taiwan
739;233;102;255;Kashgar;Kashgar
740;105;104;0;Chanderi;Chanderi
741;233;106;64;Cumana;Cumana
742;106;108;128;Guayana;Guayana
743;234;110;192;Essequibo;Essequibo
744;106;112;255;Demerara;Demerara
745;234;114;0;Paramaribo;Paramaribo
746;106;116;64;Cayenne;Cayenne
747;234;118;128;Tucujulandia;Tucujulandia
748;106;120;192;Grao Para;Grao Para
749;235;122;255;Maranhao;Maranhao
750;107;124;0;Crato;Crato
751;235;126;64;Ceara;Ceara
752;107;128;128;Oeiras;Oeiras
753;235;130;192;Rio Grande;Rio Grande
754;107;132;255;Itamaraca;Itamaraca
755;235;134;0;Pernambuco;Pernambuco
756;108;136;64;Bahia;Bahia
757;236;138;128;Ilheus;Ilheus
758;108;140;192;Goias;Goias
759;236;142;255;Diamantina;Diamantina
760;108;144;0;Porto Seguro;Porto Seguro
761;236;146;64;Espirito Santo;Espirito Santo
762;108;148;128;Sao Tome;Sao Tome
763;237;150;192;Rio de Janeiro;Rio de Janeiro
764;109;152;255;Santo Amaro;Santo Amaro
765;237;154;0;Santa Luzia;Santa Luzia
766;109;156;64;Sao Vicente;Sao Vicente
767;237;158;128;Wystruc;Wystruc
768;109;32;192;Guayra;Guayra
769;237;34;255;Curitiba;Curitiba
770;110;36;0;Braslaw;Braslaw
771;238;38;64;Vitebsk;Vitebsk
772;110;40;128;Uruguay;Uruguay
773;238;42;192;Banda Oriente;Banda Oriente
774;110;44;255;Al Junaynah;Al Junaynah
775;238;46;0;Asuncion;Asuncion
776;110;48;64;Itenines;Itenines
777;239;50;128;Parana;Parana
778;111;52;192;Rio de la Plata;Rio de la Plata
779;239;54;255;Tandil;Tandil
780;111;56;0;Candelaria Patagones;Candelaria Patagones
781;239;58;64;Puerto Desaedo;Puerto Desaedo
782;111;60;128;Tierra del Fuego;Tierra del Fuego
783;239;62;192;Alacaluf;Alacaluf
784;112;64;255;Huillimapu;Huillimapu
785;240;66;0;Pehuenmapu;Pehuenmapu
786;112;68;64;Carmen Patagones;Carmen Patagones
787;240;70;128;Pincunmapu;Pincunmapu
788;112;72;192;Angoche;Angoche
789;240;74;255;Mtetwa;Mtetwa
790;112;76;0;Chaco Austral;Chaco Austral
791;241;78;64;Catamarca;Catamarca
792;113;80;128;Copiapo;Copiapo
793;241;82;192;Atacama;Atacama
794;113;84;255;Jujuy;Jujuy
795;241;86;0;Potosi;Potosi
796;113;88;64;Arica;Arica
797;241;90;128;Oruro;Oruro
798;215;191;212;Mbwila;Mbwila
799;242;94;255;Chaco Boreal;Chaco Boreal
800;114;96;0;Chiquitos;Chiquitos
801;242;98;64;Caranga;Caranga
802;114;100;128;Chuquiabo;Chuquiabo
803;242;102;192;Moxos;Moxos
804;114;104;255;Puno;Puno
805;243;106;0;Arequipa;Arequipa
806;115;108;64;Nazca;Nazca
807;243;110;128;Huamanga;Huamanga
808;115;112;192;Cuzco;Cuzco
809;243;114;255;Lima;Lima
810;115;116;0;Huancavelica;Huancavelica
811;243;118;64;Tarma;Tarma
812;116;120;128;Chanchan;Chanchan
813;244;122;192;Cajamarca;Cajamarca
814;116;124;255;Huanuco;Huanuco
815;244;126;0;Maynas;Maynas
816;116;128;64;Tumbes;Tumbes
817;244;130;128;Cuenca;Cuenca
818;116;132;192;Canelos;Canelos
819;245;134;255;Guayaquil;Guayaquil
820;117;136;0;Quito;Quito
821;245;138;64;Quijos;Quijos
822;117;140;128;Caqueta;Caqueta
823;245;142;192;Cauca;Cauca
824;117;144;255;Mariquita;Mariquita
825;245;146;0;Bogota;Bogota
826;118;148;64;Choco;Choco
827;246;150;128;Antioqu??a;Antioqu??a
828;118;152;192;Cartagena;Cartagena
829;246;154;255;Magdalena;Magdalena
830;118;156;0;Maracaibo;Maracaibo
831;246;158;64;Caracas;Caracas
832;118;32;128;Chiancon;Chiancon
833;247;34;192;Graaff-Reinet;Graaff-Reinet
834;119;36;255;Barinas;Barinas
835;128;34;79;Panama;Panama
836;0;36;126;Chorotega;Chorotega
837;128;38;173;Nicaragua;Nicaragua
838;0;40;32;Mosquito;Mosquito
839;128;42;79;Pipil;Pipil
840;0;44;126;Honduras;Honduras
841;129;46;173;Guatemala;Guatemala
842;1;48;32;Pet??n;Pet??n
843;129;50;79;Belize;Belize
844;1;52;126;Zapotec;Zapotec
845;129;54;173;Campeche;Campeche
846;1;56;32;Yucatan;Yucatan
847;129;58;79;Mixtec;Mixtec
848;2;60;126;Tohancapan;Tohancapan
849;130;62;173;Tlapanec;Tlapanec
850;2;64;32;Tlaxcala;Tlaxcala
851;130;66;79;Tarasco;Tarasco
852;2;68;126;Mexico;Mexico
853;130;70;173;Huastec;Huastec
854;2;72;32;Sayultecas;Sayultecas
855;131;74;79;Huichol;Huichol
856;3;76;126;Zacatecas;Zacatecas
857;131;78;173;Guachichil;Guachichil
858;3;80;32;Tamaulipas;Tamaulipas
859;131;82;79;Sinaloa;Sinaloa
860;3;84;126;Tepehuan;Tepehuan
861;131;86;173;Coahuila;Coahuila
862;4;88;32;Yaqui;Yaqui
863;132;90;79;Suma;Suma
864;4;92;126;Concho;Concho
865;132;94;173;Cochimi;Cochimi
866;4;96;32;Guaycura;Guaycura
867;132;98;79;Mojave;Mojave
868;4;100;126;Chumash;Chumash
869;133;102;173;Salinan;Salinan
870;5;104;32;Yorkuts;Yorkuts
871;133;106;79;Pomo;Pomo
872;5;108;126;Kalapuya;Kalapuya
873;133;110;173;Chinook;Chinook
874;5;112;32;Salish;Salish
875;133;114;79;Canyon;Canyon
876;6;116;126;Yavapai;Yavapai
877;134;118;173;Pima;Pima
878;6;120;32;Navajo;Navajo
879;134;122;79;Apache;Apache
880;6;124;126;Pueblo;Pueblo
881;134;126;173;Piro;Piro
882;6;128;32;Mescalero;Mescalero
883;135;130;79;Lipan;Lipan
884;7;132;126;Karankawa;Karankawa
885;135;134;173;Comanche;Comanche
886;7;136;32;Waco;Waco
887;135;138;79;Tonkawa;Tonkawa
888;7;140;126;Atakapa;Atakapa
889;135;142;173;Arapaho;Arapaho
890;8;144;32;Kiowa;Kiowa
891;136;146;79;Jicarilla;Jicarilla
892;8;148;126;Wichita;Wichita
893;136;150;173;Chitimacha;Chitimacha
894;8;152;32;Caddo;Caddo
895;136;154;79;Arkansas;Arkansas
896;8;156;126;Ozark;Ozark
897;137;158;173;Quapaw;Quapaw
898;9;32;32;Kansas;Kansas
899;137;34;79;Osage;Osage
900;9;36;126;Tamaroa;Tamaroa
901;137;38;173;Pawnee;Pawnee
902;9;40;32;Missouri;Missouri
903;137;42;79;Omaha;Omaha
904;10;44;126;Nakota;Nakota
905;138;46;173;Iowa;Iowa
906;10;48;32;Lakota;Lakota
907;138;50;79;Dakota;Dakota
908;10;52;126;Minnesota;Minnesota
909;138;54;173;Mandan;Mandan
910;10;56;32;Chippewa;Chippewa
911;139;58;79;Menominee;Menominee
912;11;60;126;Sauk;Sauk
913;139;62;173;Fox;Fox
914;11;64;32;Winnebago;Winnebago
915;139;66;79;Illinois;Illinois
916;11;68;126;Kaskaskia;Kaskaskia
917;139;70;173;Cahokia;Cahokia
918;12;72;32;Tennessee;Tennessee
919;140;74;79;Chickasaw;Chickasaw
920;12;76;126;Choctaw;Choctaw
921;140;78;173;Bayougoula;Bayougoula
922;12;80;32;Mobile;Mobile
923;140;82;79;Pensacola;Pensacola
924;12;84;126;Alabama;Alabama
925;141;86;173;Tuskegee;Tuskegee
926;13;88;32;Seminole;Seminole
927;141;90;79;Timucua;Timucua
928;13;92;126;Apalachee;Apalachee
929;141;94;173;Muskogee;Muskogee
930;13;96;32;Yamasee;Yamasee
931;141;98;79;Chiaha;Chiaha
932;14;100;126;Santee;Santee
933;142;102;173;Catawba;Catawba
934;14;104;32;Shawnee;Shawnee
935;142;106;79;Cherokee;Cherokee
936;14;108;126;Cheraw;Cheraw
937;142;110;173;Tuscarora;Tuscarora
938;14;112;32;Pamlico;Pamlico
939;143;114;79;Pennyrile;Pennyrile
940;15;116;126;Kentucky;Kentucky
941;143;118;173;Cumberland;Cumberland
942;15;120;32;Wea;Wea
943;143;122;79;Miami;Miami
944;15;124;126;Potawatomi;Potawatomi
945;143;126;173;Michigan;Michigan
946;16;128;32;Wyandot;Wyandot
947;144;130;79;Erie;Erie
948;16;132;126;Ohio;Ohio
949;144;134;173;Monacan;Monacan
950;16;136;32;Powhatan;Powhatan
951;144;138;79;Kanawha;Kanawha
952;16;140;126;Manahoac;Manahoac
953;145;142;173;Conoy;Conoy
954;17;144;32;Allegheny;Allegheny
955;145;146;79;Susquehanna;Susquehanna
956;17;148;126;Lenape;Lenape
957;145;150;173;Delaware;Delaware
958;17;152;32;Seneca;Seneca
959;145;154;79;Cayuga;Cayuga
960;18;156;126;Onondaga;Onondaga
961;146;158;173;Oneida;Oneida
962;18;32;32;Unami;Unami
963;146;34;79;Mahican;Mahican
964;18;36;126;Mohawk;Mohawk
965;146;38;173;Manhattan;Manhattan
966;18;40;32;Connecticut;Connecticut
967;147;42;79;Narraganset;Narraganset
968;19;44;126;Massachusetts;Massachusetts
969;147;46;173;Pocumtuk;Pocumtuk
970;19;48;32;Pennacook;Pennacook
971;147;50;79;Abnaki;Abnaki
972;19;52;126;Nootka;Nootka
973;147;54;173;Squamish;Squamish
974;20;56;32;Kwakiutl;Kwakiutl
975;148;58;79;Tsimshian;Tsimshian
976;20;60;126;Tlingit;Tlingit
977;148;62;173;Yakutat;Yakutat
978;20;64;32;Kenai;Kenai
979;148;66;79;Aleut;Aleut
980;20;68;126;Beothuk;Beothuk
981;149;70;173;Taqamkuk;Taqamkuk
982;21;72;32;Unamakik;Unamakik
983;149;74;79;Epekwitk;Epekwitk
984;21;76;126;Acadia;Acadia
985;149;78;173;Micmac;Micmac
986;21;80;32;Kespek;Kespek
987;149;82;79;Niagara;Niagara
988;22;84;126;Huron;Huron
989;150;86;173;Ontario;Ontario
990;22;88;32;Kwedech;Kwedech
991;150;90;79;Ottawa;Ottawa
992;22;92;126;Algonquin;Algonquin
993;150;94;173;Hochelega;Hochelega
994;22;96;32;Stadacona;Stadacona
995;151;98;79;Atiamekw;Atiamekw
996;23;100;126;Innu;Innu
997;151;102;173;Labrador;Labrador
998;23;104;32;Ungava;Ungava
999;151;106;79;Nunavik;Nunavik
1000;23;108;126;Cree;Cree
1001;151;110;173;Sault;Sault
1002;24;112;32;Abitbi;Abitbi
1003;152;114;79;Moose Cree;Moose Cree
1004;24;116;126;Attawapiskat;Attawapiskat
1005;152;118;173;Swampy Cree;Swampy Cree
1006;24;120;32;Chipewyan;Chipewyan
1007;152;122;79;Ojibwa;Ojibwa
1008;24;124;126;Winnipeg;Winnipeg
1009;153;126;173;Atikaki;Atikaki
1010;25;128;32;Manitoba;Manitoba
1011;153;130;79;Woods Cree;Woods Cree
1012;25;132;126;Satsuma;Satsuma
1013;233;94;0;Cheongju;Cheongju
1014;25;136;32;Bungo;Bungo
1015;153;138;79;Okinawa;Okinawa
1016;26;140;126;Nghe An;Nghe An
1017;154;142;173;Suo;Suo
1018;26;144;32;Izumo;Izumo
1019;154;146;79;Harima;Harima
1020;26;148;126;Kyoto;Kyoto
1021;154;150;173;Settsu;Settsu
1022;26;152;32;Amaravati;Amaravati
1023;155;154;79;Echizen;Echizen
1024;27;156;126;Echigo;Echigo
1025;155;158;173;Dewa;Dewa
1026;27;32;32;Mutsu;Mutsu
1027;155;34;79;Hitachi;Hitachi
1028;27;36;126;Musashi;Musashi
1029;155;38;173;Kai;Kai
1030;28;40;32;Owari;Owari
1031;156;42;79;Kamikawa;Kamikawa
1032;28;44;126;Kurils;Kurils
1033;156;46;173;Sakhalin;Sakhalin
1034;28;48;32;Kamchatka;Kamchatka
1035;156;50;79;Penchisky;Penchisky
1036;28;52;126;Podzhiversk;Podzhiversk
1037;157;54;173;Nizhe-Kolymsk;Nizhe-Kolymsk
1038;29;56;32;Anadyrsk;Anadyrsk
1039;157;58;79;Verkhoyansk;Verkhoyansk
1040;29;254;126;Suntar Khayat;Suntar Khayat
1041;157;62;173;Gizhiga;Gizhiga
1042;29;64;32;Kamnuskoye;Kamnuskoye
1043;157;66;79;Okhotsk;Okhotsk
1044;30;68;126;Tauisk;Tauisk
1045;158;70;173;Yakutsk;Yakutsk
1046;30;243;32;Butalsk;Butalsk
1047;158;174;79;Jugjur;Jugjur
1048;30;76;126;Udskoye;Udskoye
1049;158;78;173;Saghalian Oula;Saghalian Oula
1050;30;80;32;Deren;Deren
1051;159;82;79;Uchurskoye;Uchurskoye
1052;31;84;126;Verkohzehkoye;Verkohzehkoye
1053;159;86;173;Albazinsky;Albazinsky
1054;31;88;32;Ilimsk;Ilimsk
1055;159;90;79;Verkne-Angarsky;Verkne-Angarsky
1056;31;92;126;Barguzinsky;Barguzinsky
1057;159;94;173;Udinsky;Udinsky
1058;32;96;32;Nerchinsky;Nerchinsky
1059;160;98;79;Bratsk;Bratsk
1060;32;100;126;Irkutsk;Irkutsk
1061;160;102;173;Yeniseysk;Yeniseysk
1062;32;104;32;Kachinsk;Kachinsk
1063;160;106;79;Sayan;Sayan
1064;32;108;126;Tomsk;Tomsk
1065;161;110;173;Kuznetsk;Kuznetsk
1066;33;112;32;Altai;Altai
1067;161;114;79;Narym;Narym
1068;33;116;126;Pegaya Orda;Pegaya Orda
1069;161;118;173;Surgut;Surgut
1070;33;120;32;Koda;Koda
1071;161;122;79;Tara;Tara
1072;34;124;126;Obdorsk;Obdorsk
1073;162;226;173;Berezov;Berezov
1074;34;228;32;Sibir;Sibir
1075;162;130;79;Tyumen;Tyumen
1076;34;132;126;Kurgan;Kurgan
1077;162;134;173;Solikamsk;Solikamsk
1078;34;136;32;Middle Urals;Middle Urals
1079;163;138;79;Viatka;Viatka
1080;35;140;126;North Urals;North Urals
1081;163;142;173;Simbirsk;Simbirsk
1082;35;144;32;Kazan;Kazan
1083;163;146;79;Zavolochye;Zavolochye
1084;35;148;126;Wadjuk;Wadjuk
1085;163;150;173;Paredarerme;Paredarerme
1086;36;152;32;Kaurna;Kaurna
1087;164;154;79;Woiworung;Woiworung
1088;36;156;126;Wergaia;Wergaia
1089;164;158;173;Wiradjuri;Wiradjuri
1090;36;232;32;Eora;Eora
1091;164;34;79;Kamilaroi;Kamilaroi
1092;36;36;126;Bundjalung;Bundjalung
1093;165;38;173;Barunggam;Barunggam
1094;37;240;32;Gubbi Gubbi;Gubbi Gubbi
1095;165;42;79;Falklands;Falklands
1096;37;44;126;Cape Verde;Cape Verde
1097;165;46;173;Fernando Po;Fernando Po
1098;37;248;32;St. Helena;St. Helena
1099;165;50;79;Socotra;Socotra
1100;38;52;126;Mahe;Mahe
1101;166;54;173;Diego Garcia;Diego Garcia
1102;38;247;32;Mauritius;Mauritius
1103;166;58;79;Bourbon;Bourbon
1104;38;60;126;Eiriksfjord;Eiriksfjord
1105;166;62;173;Vestbygden;Vestbygden
1106;38;164;32;Whangarei;Whangarei
1107;167;66;79;Taranaki;Taranaki
1108;39;68;126;Wairoa;Wairoa
1109;167;70;173;Timaru;Timaru
1110;39;72;32;Rio de Oro;Rio de Oro
1111;167;74;79;Arguin;Arguin
1112;39;76;126;Trarza;Trarza
1113;167;78;173;Cayor;Cayor
1114;40;80;32;Gabu;Gabu
1115;168;82;79;Brakna;Brakna
1116;40;84;126;Wolof;Wolof
1117;168;86;173;Futa Jallon;Futa Jallon
1118;40;88;32;Sierra Leone;Sierra Leone
1119;168;90;79;Grain Coast;Grain Coast
1120;40;92;126;Bambuk;Bambuk
1121;169;94;173;Bure;Bure
1122;41;96;32;Konian;Konian
1123;169;98;79;Segu;Segu
1124;41;100;126;Wasuju;Wasuju
1125;169;102;173;Worodugu;Worodugu
1126;41;104;32;Ivory Coast;Ivory Coast
1127;169;106;79;Tuat;Tuat
1128;42;108;126;Taodeni;Taodeni
1129;170;110;173;Azawadd;Azawadd
1130;42;112;32;Tadimekket;Tadimekket
1131;170;114;79;Massina;Massina
1132;42;116;126;Timbuktu;Timbuktu
1133;170;118;173;Gao;Gao
1134;42;120;32;Jenne;Jenne
1135;171;122;79;Yatenga;Yatenga
1136;43;124;126;Gurma;Gurma
1137;171;126;173;Wagadugi;Wagadugi
1138;43;128;32;Kumasi;Kumasi
1139;171;130;79;Gold Coast;Gold Coast
1140;43;132;126;Abomey;Abomey
1141;171;134;173;Whydah;Whydah
1142;44;136;32;Dendi;Dendi
1143;172;138;79;Borgu;Borgu
1144;44;140;126;Oyo;Oyo
1145;172;142;173;Nupe;Nupe
1146;44;144;32;Ife;Ife
1147;172;146;79;Benin;Benin
1148;44;148;126;Gobir;Gobir
1149;173;150;173;Katsina;Katsina
1150;45;152;32;Zamfara;Zamfara
1151;173;154;79;Bonny;Bonny
1152;45;156;126;Idah;Idah
1153;173;158;173;Pindinga;Pindinga
1154;45;32;32;Zazzau;Zazzau
1155;173;34;79;Kano;Kano
1156;46;36;126;Damagaram;Damagaram
1157;174;38;173;Damasak;Damasak
1158;46;40;32;Kanem;Kanem
1159;174;42;79;Bagirmi;Bagirmi
1160;46;44;126;Bornu;Bornu
1161;174;246;173;Bauchi;Bauchi
1162;46;48;32;Wukari;Wukari
1163;175;50;79;Calabar;Calabar
1164;47;52;126;Cameroon;Cameroon
1165;175;54;173;Gabon;Gabon
1166;47;236;32;Loango;Loango
1167;175;58;79;Luanda;Luanda
1168;206;217;77;Nsoyo;Nsoyo
1169;175;62;173;Mayombe;Mayombe
1170;48;64;32;Kongo;Kongo
1171;176;66;79;Ndongo;Ndongo
1172;48;68;126;Benguela;Benguela
1173;176;70;173;Namibia;Namibia
1174;48;172;32;Angra Pequena;Angra Pequena
1175;176;74;79;Lesser Namaqualand;Lesser Namaqualand
1176;48;76;126;Roggeveld;Roggeveld
1177;177;78;173;Cape;Cape
1178;49;80;32;Great Karoo;Great Karoo
1179;177;82;79;Swellendam;Swellendam
1180;49;84;126;Transkei;Transkei
1181;177;86;173;Natal;Natal
1182;49;88;32;Delagoa Bay;Delagoa Bay
1183;177;90;79;Inhambane;Inhambane
1184;50;92;126;Zimbabwe;Zimbabwe
1185;178;94;173;Uteve;Uteve
1186;50;96;32;Sofala;Sofala
1187;178;98;79;Urungwe;Urungwe
1188;50;100;126;Tete;Tete
1189;178;202;173;Barwe;Barwe
1190;50;104;32;Zumbo;Zumbo
1191;179;106;79;Sena;Sena
1192;51;108;126;Quelimane;Quelimane
1193;179;110;173;Menabe;Menabe
1194;51;212;32;Besalampy;Besalampy
1195;179;114;79;Mozambique;Mozambique
1196;51;116;126;Kilwa;Kilwa
1197;179;118;173;Ujiji;Ujiji
1198;52;120;32;Tabora;Tabora
1199;180;122;79;Bagamoyo;Bagamoyo
1200;52;124;126;Tanga;Tanga
1201;180;126;173;Zanzibar;Zanzibar
1202;52;128;32;Mombasa;Mombasa
1203;180;130;79;Malindi;Malindi
1204;52;132;126;Chisimayo;Chisimayo
1205;181;134;173;Mogadishu;Mogadishu
1206;53;136;32;Mayertern;Mayertern
1207;181;138;79;Ogaden;Ogaden
1208;53;140;126;Haud;Haud
1209;181;142;173;Berbera;Berbera
1210;53;144;32;Ifat;Ifat
1211;181;146;79;Harer;Harer
1212;54;148;126;Zeila;Zeila
1213;182;150;173;Shoa;Shoa
1214;54;152;32;Awsa;Awsa
1215;182;154;79;Tajura;Tajura
1216;54;156;126;Dar Nuba;Dar Nuba
1217;182;158;173;Fazughli;Fazughli
1218;54;32;32;Kefa;Kefa
1219;183;34;79;Kordofan;Kordofan
1220;55;36;126;Dar Ja'al;Dar Ja'al
1221;183;38;173;Taqali;Taqali
1222;55;40;32;Unused;Unused
1223;183;42;79;Gojjam;Gojjam
1224;55;44;126;Gonder;Gonder
1225;183;246;173;Butana;Butana
1226;56;48;32;Taka;Taka
1227;184;50;79;Tigre;Tigre
1228;56;252;126;Dongola;Dongola
1229;184;54;173;Berber;Berber
1230;56;56;32;Massawa;Massawa
1231;184;58;79;Aswan;Aswan
1232;56;60;126;Suakin;Suakin
1233;185;62;173;Kharga;Kharga
1234;57;164;32;Qasr Ibrim;Qasr Ibrim
1235;185;66;79;Guam;Guam
1236;57;68;126;Rabaul;Rabaul
1237;185;70;173;Papua;Papua
1238;57;172;32;Solomon Islands;Solomon Islands
1239;185;74;79;Vanuatu;Vanuatu
1240;58;76;126;Hawaii;Hawaii
1241;186;78;173;Kiribati;Kiribati
1242;58;180;32;Fiji;Fiji
1243;186;82;79;Samoa;Samoa
1244;58;84;126;Tahiti;Tahiti
1245;186;86;173;Irian;Irian
1246;58;188;32;Aorangi;Aorangi
1247;187;90;79;Corsica;Corsica
1248;59;92;126;Maldives;Maldives
1249;187;94;173;Yola;Yola
1250;1;200;200;V?nern;V?nern
1251;2;200;250;V?ttern;V?ttern
1252;3;220;250;Gulf of Bothnia;Gulf of Bothnia
1253;4;250;250;?lands Hav;?lands Hav
1254;5;200;200;Gulf of Finland;Gulf of Finland
1255;6;200;250;Western Baltic Sea;Western Baltic Sea
1256;7;220;250;Gulf of Riga;Gulf of Riga
1257;8;250;250;Southern Baltic Sea;Southern Baltic Sea
1258;9;200;200;?resund;?resund
1259;10;200;250;Kattegat;Kattegat
1260;11;220;250;Peipsi J?rv;Peipsi J?rv
1261;12;250;250;Ladoga;Ladoga
1262;13;200;200;Onega;Onega
1263;14;200;250;Barents Sea;Barents Sea
1264;15;220;250;Lofoten Sea;Lofoten Sea
1265;16;250;250;Northern Norwegian Sea;Northern Norwegian Sea
1266;17;200;200;Southern Norwegian Sea;Southern Norwegian Sea
1267;18;200;250;Skagerrack;Skagerrack
1268;19;220;250;Helgoland Bight;Helgoland Bight
1269;20;250;250;Coast of Holland;Coast of Holland
1270;21;200;200;Dogger Bank;Dogger Bank
1271;22;200;250;Straits of Dover;Straits of Dover
1272;23;220;250;The Channel;The Channel
1273;224;123;123;Taveta;Taveta
1274;25;200;200;Coast of Britanny;Coast of Britanny
1275;26;200;250;Quiberon Bay;Quiberon Bay
1276;27;220;250;Cote D'Argent;Cote D'Argent
1277;28;250;250;Bay of Biscay;Bay of Biscay
1278;29;200;200;Cantabrian Sea;Cantabrian Sea
1279;30;200;250;Tyne;Tyne
1280;31;220;250;Firth of Forth;Firth of Forth
1281;32;250;250;The North Sea;The North Sea
1282;33;200;200;Moray Firth;Moray Firth
1283;34;200;250;North Channel;North Channel
1284;35;220;250;Irish Sea;Irish Sea
1285;36;250;250;St. George's Channel;St. George's Channel
1286;37;200;200;Donegal Bay;Donegal Bay
1287;38;200;250;Dingle Bay;Dingle Bay
1288;39;220;250;Celtic Sea;Celtic Sea
1289;40;250;250;Western Approaches;Western Approaches
1290;41;200;200;Finisterre Bay;Finisterre Bay
1291;42;200;250;Lusitanian Sea;Lusitanian Sea
1292;43;220;250;Gulf of Cadiz;Gulf of Cadiz
1293;44;250;250;Straits of Gibraltar;Straits of Gibraltar
1294;45;200;200;Gulf of Almeira;Gulf of Almeira
1295;46;200;250;Gulf of Valencia;Gulf of Valencia
1296;47;220;250;Gulf of Lion;Gulf of Lion
1297;48;250;250;Cote D'Azur;Cote D'Azur
1298;49;200;200;Ligurian Sea;Ligurian Sea
1299;50;200;250;Shetland Straits;Shetland Straits
1300;51;220;250;Western Mediterranean;Western Mediterranean
1301;52;250;250;Barbary Coast;Barbary Coast
1302;53;200;200;Cape Bon;Cape Bon
1303;54;200;250;Tyrrenean Sea;Tyrrenean Sea
1304;55;220;250;Bay of Naples;Bay of Naples
1305;56;250;250;Gulf of Gabes;Gulf of Gabes
1306;181;48;132;Sao Tome;Sao Tome
1307;58;200;250;Straits of Messina;Straits of Messina
1308;59;220;250;Gulf of Venice;Gulf of Venice
1309;60;250;250;Adriatic Sea;Adriatic Sea
1310;61;200;200;Straits of Otranto;Straits of Otranto
1311;62;200;250;Gulf of Taranto;Gulf of Taranto
1312;63;220;250;Ionian Sea;Ionian Sea
1313;64;250;250;Gulf of Sirte;Gulf of Sirte
1314;65;200;200;Gulf of Tobruk;Gulf of Tobruk
1315;66;200;250;Bay of Alexandrian;Bay of Alexandrian
1316;67;220;250;Palestinian Coast;Palestinian Coast
1317;68;250;250;Gulf of Cyprus;Gulf of Cyprus
1318;209;246;4;Spis;Spis
1319;70;200;250;Aegean Sea;Aegean Sea
1320;71;220;250;Sea of Marmara;Sea of Marmara
1321;72;250;250;Gulf of Varna;Gulf of Varna
1322;73;200;200;Gulf of Odessa;Gulf of Odessa
1323;74;200;250;Sea of Azov;Sea of Azov
1324;75;220;250;Eastern Black Sea;Eastern Black Sea
1325;76;250;250;Lake Balaton;Lake Balaton
1326;77;200;200;Caspian Sea;Caspian Sea
1327;78;200;250;Aral Sea;Aral Sea
1328;79;220;250;Gulf of Suez;Gulf of Suez
1329;80;250;250;Red Sea;Red Sea
1330;81;200;200;Straits of Obokk;Straits of Obokk
1331;82;200;250;Bal el Mandeb;Bal el Mandeb
1332;83;220;250;Coast of Mascate;Coast of Mascate
1333;84;250;250;Gulf of Masirah;Gulf of Masirah
1334;85;200;200;Straits of Hormuz;Straits of Hormuz
1335;86;200;250;Persian Gulf;Persian Gulf
1336;87;220;250;Gulf of Indus;Gulf of Indus
1337;88;250;250;Gulf of Gujarat;Gulf of Gujarat
1338;89;200;200;Laquedive Islands;Laquedive Islands
1339;90;200;250;Coast of Malabar;Coast of Malabar
1340;91;220;250;Comorin Cape;Comorin Cape
1341;92;250;250;Coast of Caramandel;Coast of Caramandel
1342;93;200;200;Coast of Orissa;Coast of Orissa
1343;94;200;250;Ganges Delta;Ganges Delta
1344;95;220;250;Akyab Bay;Akyab Bay
1345;96;250;250;Irrawady Delta;Irrawady Delta
1346;97;200;200;Andaman Sea;Andaman Sea
1347;98;200;250;Mergui Archipelago;Mergui Archipelago
1348;99;220;250;Straits of Malacca;Straits of Malacca
1349;100;250;250;Nicobar Isles;Nicobar Isles
1350;101;200;200;Coast of Atjeh;Coast of Atjeh
1351;102;200;250;Coast of Sumatra;Coast of Sumatra
1352;103;220;250;Christmas Island;Christmas Island
1353;104;250;250;Coast of Java;Coast of Java
1354;105;200;200;Coast of Surabaya;Coast of Surabaya
1355;106;200;250;Straits of Lombok;Straits of Lombok
1356;107;220;250;Timor Sea;Timor Sea
1357;108;250;250;The Moluccas;The Moluccas
1358;109;200;200;Java Sea;Java Sea
1359;110;200;250;Straits of Makassar;Straits of Makassar
1360;111;220;250;Karimata Strait;Karimata Strait
1361;112;250;250;Straits of Johore;Straits of Johore
1362;113;200;200;Malayan Sea;Malayan Sea
1363;114;200;250;Coast of Sarawk;Coast of Sarawk
1364;115;220;250;Mekong Delta;Mekong Delta
1365;116;250;250;Gulf of Siam;Gulf of Siam
1366;117;200;200;Cam Rah Bay;Cam Rah Bay
1367;118;200;250;South China Sea;South China Sea
1368;119;220;250;Coast of Brunei;Coast of Brunei
1369;120;250;250;Coast of Annam;Coast of Annam
1370;121;200;200;Gulf of Tonkin;Gulf of Tonkin
1371;122;200;250;Guanghou Bay;Guanghou Bay
1372;123;220;250;Taiwan Strait;Taiwan Strait
